,course_name,course_rating,earn_skills,course_link,institution,metadata
538,Six Sigma Black Belt,4.7,"Skills you'll gain: Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Operational Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Probability Distribution, Statistical Visualization, Problem Solving, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Supply Chain and Logistics, Business Communication, Customer Success, Experiment",Six Sigma Black Belt,University System of Georgia,Intermediate Specialization 3 - 6 Months
539,CVS Health Call Center Customer Service,4.7,"Skills you'll gain: Communication, Leadership and Management, Problem Solving",CVS Health Call Center Customer Service,CVS Health,Beginner Professional Certificate 3 - 6 Months
540,Build Basic Generative Adversarial Networks (GANs),4.7,"Skills you'll gain: Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Deep Learning",Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,Intermediate Course 1 - 4 Weeks
541,"Introduction to Biology: Ecology, Evolution, & Biodiversity",4.7,,"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,Beginner Specialization 3 - 6 Months
542,Convolutional Neural Networks in TensorFlow,4.7,"Skills you'll gain: Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",Convolutional Neural Networks in TensorFlow,DeepLearning.AI,Intermediate Course 1 - 4 Weeks
543,Software Development Lifecycle,4.7,"Skills you'll gain: Software Engineering, Design and Product, Agile Software Development, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Computer Programming, Search Engine Optimization, Conflict Management",Software Development Lifecycle,University of Minnesota,Intermediate Specialization 3 - 6 Months
544,Learning Linux for LFCA Certification,4.7,"Skills you'll gain: Operating Systems, Linux, System Software, Cloud Computing, Computer Networking, DevOps, Network Security, Cloud Platforms, Computer Programming Tools, Software Engineering Tools, System Security, Application Development, Cloud Applications, Devops Tools, Security Engineering, System Programming, Information Technology",Learning Linux for LFCA Certification,LearnQuest,Beginner Specialization 3 - 6 Months
545,Behavioral Finance,4.7,"Skills you'll gain: Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy",Behavioral Finance,Duke University,Beginner Course 1 - 4 Weeks
546,Getting Started with Power BI Desktop,4.7,"Skills you'll gain: Business Intelligence, Data Analysis, Data Visualization, Interactive Data Visualization, Power BI",Getting Started with Power BI Desktop,Coursera Project Network,Beginner Guided Project Less Than 2 Hours
547,Foundations of Data Structures and Algorithms,4.7,"Skills you'll gain: Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",Foundations of Data Structures and Algorithms,University of Colorado Boulder,Advanced Specialization 3 - 6 Months
548,"Modern Robotics: Mechanics, Planning, and Control",4.7,"Skills you'll gain: Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics","Modern Robotics: Mechanics, Planning, and Control",Northwestern University,Intermediate Specialization 3 - 6 Months
549,Marketing Analytics,4.7,"Skills you'll gain: Business Analysis, Data Analysis, Market Analysis, Marketing, Brand Management, Customer Analysis, Customer Relationship Management, Strategy, Marketing Management, Probability & Statistics, Regression",Marketing Analytics,University of Virginia,Beginner Course 1 - 3 Months
550,Financial Reporting,4.7,"Skills you'll gain: Accounting, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Financial Analysis, Finance, Accounts Payable and Receivable, Financial Management, Management Accounting, Cost Accounting, Leadership and Management, Account Management, Inventory Management",Financial Reporting,University of Illinois at Urbana-Champaign,Intermediate Specialization 3 - 6 Months
551,Marketing Mix Implementation,4.7,"Skills you'll gain: Marketing, Product Strategy, Strategy, Customer Analysis, Market Analysis, Retail Sales, Strategy and Operations, Brand Management, Leadership and Management, Customer Relationship Management, Product Management, Sales, Business Development, Communication, Market Research, Marketing Management, Retail Store Operations, Supply Chain and Logistics, Advertising, Business Analysis, Business Psychology, Cost Accounting, Design and Product, Media Strategy & Planning, Supplier Relationship Management, Critical Thinking, Finance, Marketing Psychology, Public Relations",Marketing Mix Implementation,IE Business School,Beginner Specialization 3 - 6 Months
552,Uncommon Sense Teaching,4.9,"Skills you'll gain: Human Learning, Planning, Entrepreneurship",Uncommon Sense Teaching,Deep Teaching Solutions,Beginner Specialization 1 - 3 Months
553,Programming in C++: A Hands-on Introduction,4.9,"Skills you'll gain: Computer Programming, Computer Science, Problem Solving",Programming in C++: A Hands-on Introduction,Codio,Beginner Specialization 3 - 6 Months
554,Autodesk CAD/CAM/CAE for Mechanical Engineering,4.9,,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,Intermediate Specialization 3 - 6 Months
555,Market Research,4.9,"Skills you'll gain: Market Research, Research and Design, Marketing, Market Analysis, Communication, Business Research, Data Analysis, User Research, Critical Thinking, Decision Making, Strategy, Survey Creation, Business Communication, Exploratory Data Analysis, Planning, General Statistics, Correlation And Dependence, Data Visualization, Marketing Psychology, Probability & Statistics, Problem Solving, Storytelling, Recruitment, Social Media, Writing, Digital Marketing",Market Research,"University of California, Davis",Beginner Specialization 3 - 6 Months
556,Epidemiology in Public Health Practice,4.9,"Skills you'll gain: Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",Epidemiology in Public Health Practice,Johns Hopkins University,Beginner Specialization 3 - 6 Months
557,Introduction to Engineering Mechanics,4.9,,Introduction to Engineering Mechanics,Georgia Institute of Technology,Mixed Course 1 - 3 Months
558,Vital Signs: Understanding What the Body Is Telling Us,4.9,Skills you'll gain: Health,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,Mixed Course 1 - 3 Months
559,Product Management Certification,4.9,"Skills you'll gain: Communication, Leadership Development, Product Development, Product Lifecycle, Product Management",Product Management Certification,SkillUp EdTech,Beginner Specialization 3 - 6 Months
560,Miracles of Human Language: An Introduction to Linguistics,4.9,,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,Beginner Course 1 - 3 Months
561,Introduction to Psychology,4.9,,Introduction to Psychology,University of Toronto,Mixed Course 1 - 3 Months
562,Value Chain Management,4.9,"Skills you'll gain: Leadership and Management, Accounting, Management Accounting, Account Management, Cost Accounting, Decision Making, Financial Accounting, Financial Analysis, Marketing Management, Marketing, Media Strategy & Planning, Financial Management, Strategy, General Accounting, Brand Management, Market Research, Planning, Budget Management, Communication, Sales, Market Analysis, Probability Distribution, Supply Chain and Logistics, Business Research, Probability & Statistics, Problem Solving, Operations Management",Value Chain Management,University of Illinois at Urbana-Champaign,Intermediate Specialization 3 - 6 Months
563,Marketing en redes sociales de Meta,4.9,"Skills you'll gain: Communication, Marketing, Social Media, Advertising, Marketing Management, Strategy, Media Strategy & Planning, Market Analysis, Strategy and Operations, Leadership and Management, Product Marketing, Brand Management, Marketing Design, Digital Marketing, E-Commerce, Decision Making, Influencing, Public Relations, Planning, User Experience, Budget Management, Business Analysis, Entrepreneurship, Statistical Analysis, Emotional Intelligence",Marketing en redes sociales de Meta,Meta,Beginner Professional Certificate 3 - 6 Months
564,International Women's Health and Human Rights,4.9,,International Women's Health and Human Rights,Stanford University,Beginner Course 3 - 6 Months
565,Introduction to Calculus,4.9,"Skills you'll gain: Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra",Introduction to Calculus,The University of Sydney,Intermediate Course 1 - 3 Months
566,An Introduction to American Law,4.9,,An Introduction to American Law,University of Pennsylvania,Beginner Course 1 - 3 Months
567,Hands-on Introduction to Linux Commands and Shell Scripting,4.9,Skills you'll gain: Linux,Hands-on Introduction to Linux Commands and Shell Scripting,IBM,Beginner Course 1 - 4 Weeks
568,Exploratory Data Analysis for Machine Learning,4.9,"Skills you'll gain: Data Analysis, Exploratory Data Analysis, Machine Learning, Statistical Machine Learning, Feature Engineering, General Statistics, Probability & Statistics, Statistical Analysis, Computational Thinking, Data Analysis Software",Exploratory Data Analysis for Machine Learning,IBM,Intermediate Course 1 - 3 Months
